Company_ID,Industry_Type,Date,Energy_Demand_MWh,Fuel_Type,Emission_Produced_tCO2,Emission_Allowance_tCO2,Carbon_Price_USD_per_t,Transaction_Type,Credits_Traded_tCO2,Verification_Status,Compliance_Cost_USD,Optimization_Scenario,Carbon_Cost_Savings_USD,Target_Trade_Action
C027,Energy,2025-03-20,1343.38,Mixed Fuel,904.51,854.51,32.07,Sell,129,Verified,11722.64,Price_Surge,2609.11,0
C080,Steel,2024-12-16,1755.49,Coal,732.95,809.95,26.2,Buy,160,Disputed,12915.69,High_Demand,2275.4,1
C017,Steel,2024-04-16,1221.33,Natural Gas,714.66,689.66,20.89,Sell,129,Verified,6843.53,High_Demand,1071.63,0
C022,Manufacturing,2024-04-06,1373.51,Renewable,694.24,774.24,26.98,Sell,120,Verified,17700.32,Low_Demand,2336.85,0
C091,Manufacturing,2024-12-24,1555.63,Mixed Fuel,980.65,1165.65,20.63,Sell,80,Verified,17289.28,Price_Surge,1824.57,0
C008,Cement,2025-11-02,2859.62,Renewable,1775.21,1689.21,34.44,Buy,31,Verified,11934.22,Price_Surge,1275.02,1
C100,Cement,2024-10-06,676.42,Mixed Fuel,313.98,476.98,20.74,Sell,174,Verified,11408.69,Price_Surge,2189.54,0
C011,Energy,2024-11-27,1633.14,Renewable,734.83,833.83,20.3,Buy,67,Disputed,5483.2,Price_Surge,1158.68,1
C074,Manufacturing,2024-03-24,742.22,Coal,416.72,514.72,25.52,Sell,111,Verified,12149.93,Price_Surge,1180.36,0
C054,Steel,2025-06-02,1259.33,Renewable,829.55,804.55,22.43,Buy,108,Verified,6194.02,Price_Surge,2782.35,1
C064,Steel,2024-11-15,1223.14,Renewable,834.57,826.57,23.7,Sell,49,Disputed,5663.82,Price_Surge,2763.37,0
C037,Manufacturing,2024-02-03,1892.29,Mixed Fuel,1178.78,1117.78,30.14,Buy,109,Disputed,9276.37,High_Demand,2736.21,1
C015,Cement,2024-01-12,1629.24,Renewable,1205.54,1228.54,34.69,Buy,59,Disputed,5714.48,Price_Surge,2812.27,1
C091,Steel,2024-02-25,2965.74,Natural Gas,2199.16,2384.16,24.66,Sell,78,Verified,5528.13,High_Demand,1962.24,0
C076,Cement,2025-11-11,2295.72,Coal,1782.63,1618.63,30.26,Sell,177,Disputed,12773.35,Price_Surge,2121.32,0
C093,Cement,2025-06-18,546.43,Natural Gas,243.73,352.73,20.67,Sell,132,Verified,18036.13,Price_Surge,2496.83,0
C081,Steel,2024-05-01,692.75,Coal,362.85,199.85000000000002,34.06,Buy,148,Disputed,13229.98,High_Demand,2528.46,1
C014,Steel,2024-06-23,2835.09,Mixed Fuel,1936.01,2084.01,20.96,Sell,172,Verified,19822.48,High_Demand,1934.27,0
C037,Cement,2024-04-30,1280.79,Coal,588.92,616.92,31.56,Sell,117,Disputed,6446.37,High_Demand,2086.11,0
C036,Manufacturing,2025-04-06,1469.41,Mixed Fuel,635.01,551.01,29.36,Sell,32,Disputed,19089.72,Low_Demand,1477.66,0
C086,Cement,2024-01-01,2114.09,Natural Gas,988.02,964.02,31.14,Buy,41,Verified,10865.67,Price_Surge,893.75,1
C087,Steel,2024-06-02,2039.01,Coal,882.02,891.02,21.42,Sell,64,Disputed,12582.63,Low_Demand,2749.93,0
C024,Manufacturing,2025-09-29,741.53,Mixed Fuel,538.93,492.92999999999995,32.47,Buy,186,Verified,10060.62,Low_Demand,1299.72,1
C092,Manufacturing,2025-03-14,2837.96,Mixed Fuel,2177.85,2076.85,28.12,Sell,106,Disputed,12855.95,Price_Surge,1377.0,0
C080,Steel,2025-12-22,1927.77,Renewable,1186.9,1315.9,24.94,Buy,199,Disputed,17184.09,Price_Surge,1485.51,1
C025,Steel,2024-06-02,2759.13,Natural Gas,1559.46,1390.46,32.03,Sell,118,Disputed,19809.63,Price_Surge,1804.56,0
C048,Steel,2024-04-26,2630.37,Natural Gas,2094.64,2082.64,33.49,Sell,133,Verified,14954.63,Price_Surge,2283.44,0
C042,Cement,2025-08-14,2667.73,Renewable,1330.55,1478.55,33.1,Buy,136,Disputed,15953.71,Price_Surge,1368.04,1
C039,Manufacturing,2024-04-16,1782.96,Mixed Fuel,1212.5,1350.5,23.55,Sell,109,Disputed,12192.05,Price_Surge,790.15,0
C031,Cement,2025-07-11,1281.82,Coal,547.18,721.18,21.69,Sell,28,Disputed,13744.24,Low_Demand,2427.33,0
C052,Energy,2025-03-26,2100.04,Coal,1606.79,1647.79,27.01,Sell,91,Verified,10470.9,High_Demand,2586.85,0
C041,Cement,2024-07-11,2770.55,Natural Gas,1301.25,1170.25,22.87,Sell,71,Verified,6629.68,High_Demand,1070.67,0
C059,Manufacturing,2024-04-08,1792.17,Coal,631.33,542.33,22.71,Sell,124,Verified,19689.61,Price_Surge,1549.84,0
C081,Cement,2025-01-27,629.82,Natural Gas,320.51,477.51,21.89,Buy,127,Disputed,10880.17,High_Demand,980.56,1
C054,Cement,2024-02-05,2729.23,Natural Gas,1727.61,1642.61,33.22,Buy,175,Disputed,8238.25,Low_Demand,1995.25,1
C021,Cement,2024-08-31,1409.49,Renewable,554.77,354.77,34.66,Sell,90,Verified,9104.91,Low_Demand,1029.17,0
C035,Energy,2024-09-26,871.28,Mixed Fuel,523.99,420.99,26.99,Sell,166,Disputed,8493.96,Price_Surge,837.99,0
C028,Cement,2024-10-29,965.63,Mixed Fuel,366.61,170.61,26.84,Sell,24,Verified,6272.5,Price_Surge,2886.18,0
C090,Manufacturing,2025-02-28,1917.52,Mixed Fuel,1274.49,1402.49,26.08,Sell,141,Disputed,19694.17,Low_Demand,2370.92,0
C012,Manufacturing,2025-10-07,705.9,Renewable,530.46,708.46,33.41,Buy,94,Disputed,5969.44,High_Demand,1882.01,1
C029,Energy,2024-05-16,2787.32,Natural Gas,1524.85,1362.85,31.97,Buy,45,Disputed,7504.76,High_Demand,587.36,1
C086,Energy,2025-05-02,2739.89,Mixed Fuel,2094.14,1949.1399999999999,27.59,Buy,147,Verified,14827.98,Price_Surge,1215.57,1
C022,Cement,2025-04-11,812.51,Coal,547.02,360.02,30.5,Buy,34,Verified,10774.55,High_Demand,851.94,1
C026,Steel,2024-07-02,651.21,Coal,492.31,459.31,27.94,Buy,160,Disputed,12382.9,High_Demand,1991.7,1
C007,Cement,2024-11-21,1343.75,Coal,828.58,1024.58,33.97,Buy,85,Verified,15747.8,High_Demand,2292.68,1
C032,Energy,2025-04-03,2340.71,Renewable,1430.43,1606.43,20.47,Buy,190,Disputed,14962.64,Low_Demand,1671.16,1
C048,Manufacturing,2024-09-06,745.26,Renewable,510.24,672.24,25.05,Sell,75,Disputed,16145.23,Price_Surge,2202.64,0
C031,Cement,2025-03-01,2712.02,Natural Gas,1095.55,1151.55,25.55,Buy,103,Disputed,16227.68,Price_Surge,1678.73,1
C018,Manufacturing,2024-01-04,2660.35,Renewable,1202.04,1333.04,25.06,Sell,187,Verified,11313.8,Low_Demand,2600.09,0
C009,Energy,2024-07-31,1432.55,Renewable,1082.74,924.74,20.97,Sell,93,Verified,18064.97,Price_Surge,1612.85,0
C020,Cement,2024-01-11,532.44,Coal,233.34,172.34,29.83,Sell,74,Verified,16219.74,Low_Demand,2465.73,0
C028,Manufacturing,2024-01-08,655.84,Renewable,369.99,524.99,32.28,Buy,126,Verified,5347.22,High_Demand,1549.85,1
C011,Manufacturing,2024-10-19,675.37,Natural Gas,392.17,228.17000000000002,24.65,Buy,170,Verified,13222.2,Low_Demand,1485.01,1
C095,Steel,2024-05-04,1651.48,Mixed Fuel,895.1,896.1,22.01,Sell,78,Disputed,17463.78,High_Demand,2703.21,0
C078,Manufacturing,2024-12-20,2163.95,Renewable,1192.32,1193.32,25.18,Buy,169,Verified,17783.18,High_Demand,927.01,1
C030,Energy,2025-01-10,1208.85,Coal,435.88,511.88,20.78,Sell,192,Verified,12417.76,Low_Demand,2526.04,0
C053,Manufacturing,2024-01-05,909.66,Renewable,552.25,542.25,28.74,Buy,180,Verified,7330.23,High_Demand,1627.89,1
C006,Steel,2024-04-15,1690.86,Mixed Fuel,864.34,959.34,22.78,Buy,166,Disputed,14192.02,High_Demand,2371.31,1
C031,Manufacturing,2025-08-20,633.01,Mixed Fuel,293.67,322.67,29.06,Buy,144,Disputed,5444.94,Low_Demand,1407.26,1
C091,Cement,2024-05-02,2086.41,Mixed Fuel,1480.87,1630.87,20.17,Buy,66,Verified,10143.18,Low_Demand,2215.96,1
C008,Manufacturing,2025-09-18,574.28,Renewable,295.91,390.91,22.25,Sell,87,Disputed,6838.65,Low_Demand,1077.96,0
C048,Cement,2025-01-21,690.81,Mixed Fuel,394.98,560.98,23.66,Sell,180,Disputed,11830.86,High_Demand,2736.22,0
C010,Steel,2025-03-30,802.3,Mixed Fuel,560.75,670.75,27.72,Sell,185,Verified,8156.92,Low_Demand,1649.16,0
C004,Energy,2025-05-25,2588.25,Renewable,1841.09,1816.09,34.82,Buy,54,Disputed,14309.84,Low_Demand,709.45,1
C028,Manufacturing,2024-02-17,2760.85,Mixed Fuel,1926.81,1956.81,31.54,Buy,126,Disputed,7530.66,High_Demand,2978.02,1
C074,Energy,2025-04-15,1119.64,Mixed Fuel,569.61,653.61,30.48,Sell,50,Verified,7456.4,Price_Surge,1782.46,0
C019,Energy,2025-01-02,1584.13,Natural Gas,550.84,439.84000000000003,24.73,Sell,184,Verified,15813.12,High_Demand,851.5,0
C028,Cement,2025-02-27,1977.08,Natural Gas,1070.1,1214.1,30.95,Sell,38,Disputed,6055.91,Price_Surge,2974.41,0
C062,Cement,2025-08-06,2408.77,Renewable,1649.6,1702.6,33.06,Sell,68,Verified,7440.93,Price_Surge,2493.39,0
C090,Energy,2025-01-04,1063.18,Natural Gas,434.55,633.55,30.5,Sell,50,Verified,17267.73,High_Demand,815.12,0
C071,Steel,2025-04-26,1698.13,Natural Gas,1011.1,1164.1,25.5,Sell,160,Disputed,12042.76,Price_Surge,2769.3,0
C088,Manufacturing,2024-07-14,1306.04,Coal,429.63,437.63,31.8,Buy,78,Verified,7597.45,Low_Demand,2549.91,1
C089,Steel,2024-08-07,1308.84,Coal,675.82,785.82,24.01,Buy,114,Disputed,7268.35,Price_Surge,826.81,1
C047,Manufacturing,2024-08-16,607.17,Coal,353.99,516.99,33.85,Buy,106,Verified,16143.87,Low_Demand,1234.19,1
C048,Cement,2025-03-27,507.83,Mixed Fuel,289.69,187.69,33.31,Sell,36,Verified,5878.65,Low_Demand,2711.53,0
C089,Steel,2025-12-29,919.68,Natural Gas,440.45,253.45,34.36,Sell,56,Disputed,6060.1,Low_Demand,1152.05,0
C001,Energy,2025-02-14,2548.45,Mixed Fuel,1436.47,1421.47,21.01,Sell,139,Verified,19259.17,High_Demand,1993.64,0
C092,Energy,2024-07-14,2012.59,Natural Gas,758.48,671.48,26.75,Sell,105,Verified,9595.94,Low_Demand,2516.8,0
C070,Manufacturing,2025-12-19,2682.69,Natural Gas,1051.33,981.3299999999999,33.49,Sell,24,Verified,6156.91,High_Demand,644.93,0
C003,Energy,2024-01-28,1964.82,Coal,1254.65,1430.65,25.54,Sell,147,Verified,8849.33,Price_Surge,2952.9,0
C028,Manufacturing,2024-08-07,912.6,Mixed Fuel,645.48,660.48,30.6,Sell,71,Disputed,17667.04,High_Demand,2621.86,0
C081,Cement,2025-08-22,1963.77,Natural Gas,1034.82,1110.82,23.71,Sell,103,Verified,7810.29,Low_Demand,1945.01,0
C058,Manufacturing,2025-12-25,2073.08,Mixed Fuel,974.52,919.52,34.85,Buy,78,Verified,9733.19,Low_Demand,2851.6,1
C033,Steel,2024-06-24,1901.07,Renewable,753.82,587.82,32.85,Sell,66,Verified,18913.59,High_Demand,1383.21,0
C087,Steel,2024-07-29,719.37,Mixed Fuel,403.91,430.91,32.72,Buy,192,Verified,19044.69,Price_Surge,613.96,1
C009,Steel,2025-07-27,2906.78,Natural Gas,1904.77,1709.77,22.56,Buy,148,Verified,10100.75,Low_Demand,2377.7,1
C041,Manufacturing,2025-11-21,2322.31,Mixed Fuel,830.09,969.09,33.24,Buy,125,Verified,16977.18,High_Demand,1562.19,1
C052,Steel,2025-05-20,2840.83,Renewable,1061.26,1150.26,20.43,Buy,109,Verified,18910.77,Price_Surge,2493.43,1
C072,Energy,2024-11-21,2913.41,Mixed Fuel,1293.22,1353.22,32.42,Buy,179,Disputed,13950.6,Low_Demand,986.06,1
C098,Steel,2025-09-29,2940.87,Mixed Fuel,1128.36,1301.36,28.84,Buy,73,Disputed,7171.59,High_Demand,1419.48,1
C055,Steel,2025-08-24,1713.61,Mixed Fuel,1290.37,1360.37,32.61,Buy,51,Verified,19156.71,Price_Surge,1108.6,1
C066,Energy,2024-08-21,1301.05,Renewable,988.47,1096.47,28.12,Sell,162,Disputed,12150.59,Low_Demand,1382.55,0
C079,Cement,2024-03-04,2554.47,Natural Gas,1257.69,1170.69,23.47,Buy,189,Verified,6459.55,High_Demand,2794.99,1
C075,Steel,2025-10-27,2132.46,Coal,1417.32,1374.32,25.36,Buy,96,Verified,9870.28,Price_Surge,868.77,1
C027,Manufacturing,2025-06-20,1073.56,Natural Gas,471.42,479.42,27.7,Sell,158,Disputed,13095.09,Low_Demand,2473.95,0
C017,Steel,2025-02-09,2521.43,Coal,829.45,659.45,26.94,Buy,183,Disputed,6641.69,Price_Surge,1927.81,1
C086,Cement,2025-07-31,1827.38,Renewable,1269.69,1397.69,34.38,Buy,22,Verified,7650.77,Price_Surge,2309.55,1
C075,Steel,2024-11-29,2432.37,Coal,1825.96,1697.96,27.63,Sell,28,Verified,13063.59,Price_Surge,1504.38,0
C075,Cement,2024-10-14,2232.52,Coal,897.25,728.25,21.21,Buy,118,Verified,13109.11,High_Demand,1714.68,1
C064,Energy,2025-11-11,1582.46,Renewable,840.87,846.87,28.77,Buy,133,Disputed,9083.53,Price_Surge,1200.12,1
C055,Manufacturing,2024-04-21,2407.67,Mixed Fuel,1416.75,1416.75,22.12,Sell,154,Verified,8095.83,Low_Demand,884.77,0
C048,Manufacturing,2024-01-27,691.6,Coal,331.57,139.57,24.33,Sell,29,Disputed,12018.67,High_Demand,903.52,0
C034,Steel,2024-01-06,2354.63,Coal,1314.53,1440.53,29.16,Buy,85,Verified,10215.26,Price_Surge,1393.4,1
C073,Cement,2024-08-31,1218.02,Coal,803.03,783.03,33.96,Sell,127,Disputed,17820.04,Price_Surge,924.26,0
C017,Cement,2024-08-07,1399.01,Renewable,442.12,503.12,30.5,Sell,92,Verified,18061.38,High_Demand,2610.98,0
C068,Energy,2024-12-22,1347.32,Coal,1055.95,967.95,21.64,Sell,181,Disputed,16152.7,Low_Demand,1958.87,0
C051,Energy,2024-05-01,1882.58,Mixed Fuel,641.08,767.08,26.52,Buy,54,Disputed,19964.56,Price_Surge,1930.37,1
C008,Steel,2025-11-02,2705.77,Coal,1363.2,1443.2,26.62,Buy,80,Disputed,11159.25,Price_Surge,2810.1,1
C049,Manufacturing,2024-02-01,1498.09,Coal,839.81,977.81,33.16,Buy,91,Verified,6670.84,Price_Surge,2078.56,1
C047,Manufacturing,2025-10-18,668.26,Coal,213.74,149.74,23.53,Buy,26,Disputed,7323.94,Low_Demand,612.63,1
C056,Steel,2025-07-24,2943.19,Natural Gas,1187.3,1278.3,29.67,Buy,94,Disputed,7068.88,Low_Demand,1625.44,1
C065,Manufacturing,2024-11-25,1065.08,Mixed Fuel,525.1,412.1,23.85,Buy,196,Disputed,19094.16,Low_Demand,614.79,1
C048,Energy,2025-03-17,748.42,Renewable,240.64,68.63999999999999,22.31,Buy,69,Verified,7436.37,Price_Surge,2734.85,1
C054,Cement,2024-09-10,2296.47,Mixed Fuel,1540.13,1671.13,30.67,Buy,146,Verified,6168.11,Low_Demand,1531.31,1
C082,Steel,2024-01-05,2114.57,Renewable,919.89,795.89,27.25,Sell,67,Verified,7012.92,Price_Surge,2683.78,0
C034,Manufacturing,2025-03-12,828.27,Mixed Fuel,394.11,217.11,25.72,Sell,134,Verified,18552.04,High_Demand,664.32,0
C006,Cement,2025-05-25,594.88,Natural Gas,423.76,435.76,28.86,Buy,48,Verified,9661.12,Price_Surge,2661.62,1
C061,Steel,2025-09-18,914.75,Natural Gas,369.91,425.91,24.49,Sell,31,Verified,15747.92,Low_Demand,1316.71,0
C011,Cement,2025-01-16,1823.92,Natural Gas,938.11,1095.1100000000001,20.33,Buy,123,Disputed,8059.2,Price_Surge,926.6,1
C010,Steel,2025-04-12,1320.58,Coal,1026.19,1159.19,34.74,Buy,167,Disputed,17248.77,Low_Demand,1599.87,1
C026,Manufacturing,2025-02-23,822.91,Natural Gas,443.87,423.87,30.3,Buy,107,Disputed,12662.74,Low_Demand,2801.36,1
C054,Manufacturing,2025-09-04,2951.91,Renewable,2321.21,2345.21,33.35,Buy,37,Disputed,11538.28,Low_Demand,1785.38,1
C074,Manufacturing,2024-01-05,2452.32,Renewable,1911.63,1777.63,21.01,Sell,82,Disputed,9649.64,Price_Surge,1618.4,0
C087,Manufacturing,2024-06-08,745.97,Mixed Fuel,536.47,473.47,24.79,Buy,116,Disputed,17538.87,Price_Surge,1325.56,1
C039,Energy,2024-08-17,858.35,Renewable,576.71,500.71000000000004,34.74,Buy,172,Verified,5396.44,High_Demand,2216.5,1
C081,Steel,2025-12-26,1281.94,Mixed Fuel,780.67,603.67,30.15,Buy,106,Disputed,9646.93,High_Demand,911.13,1
C018,Cement,2025-12-27,2300.0,Renewable,1629.8,1510.8,33.35,Sell,112,Verified,15044.49,High_Demand,1930.01,0
C015,Cement,2024-06-07,1807.09,Mixed Fuel,564.58,426.58000000000004,23.06,Buy,102,Verified,17706.57,Low_Demand,644.06,1
C013,Manufacturing,2024-03-25,1866.06,Coal,1292.5,1235.5,21.86,Buy,126,Disputed,13348.93,Price_Surge,1915.21,1
C050,Cement,2025-06-10,2104.45,Renewable,710.19,746.19,30.83,Sell,100,Disputed,17013.65,Price_Surge,2299.33,0
C012,Cement,2024-11-22,1873.7,Mixed Fuel,766.06,915.06,25.63,Buy,51,Disputed,13097.02,Low_Demand,1764.22,1
C077,Steel,2024-11-20,2962.82,Renewable,1283.63,1469.63,34.68,Buy,79,Disputed,11793.53,High_Demand,2274.63,1
C072,Manufacturing,2025-01-29,2295.9,Mixed Fuel,1419.85,1348.85,28.22,Sell,145,Disputed,13351.6,Price_Surge,2513.36,0
C029,Cement,2024-12-20,2809.3,Coal,1801.13,1616.13,33.6,Sell,21,Disputed,9987.79,High_Demand,752.98,0
C016,Steel,2025-03-19,2676.4,Coal,1419.13,1503.13,34.34,Buy,97,Verified,18962.38,High_Demand,1075.53,1
C015,Energy,2024-10-16,1075.13,Natural Gas,669.94,648.94,31.02,Sell,86,Verified,9752.94,Low_Demand,1009.43,0
C024,Manufacturing,2025-05-06,1786.1,Natural Gas,1224.04,1301.04,33.38,Sell,172,Verified,12322.92,High_Demand,2800.82,0
C028,Energy,2025-09-18,2086.03,Natural Gas,983.12,1048.12,28.03,Buy,38,Disputed,14709.39,High_Demand,1599.15,1
C026,Cement,2025-05-13,2735.71,Coal,1311.16,1234.16,34.93,Buy,121,Verified,9792.18,Low_Demand,1134.66,1
C090,Manufacturing,2024-01-11,2164.91,Natural Gas,1396.17,1258.17,33.93,Sell,139,Verified,8376.35,Low_Demand,1606.84,0
C071,Steel,2025-07-10,1708.01,Mixed Fuel,518.07,364.07000000000005,32.15,Sell,20,Disputed,10704.82,High_Demand,2265.03,0
C091,Cement,2025-01-13,2235.88,Mixed Fuel,995.8,1139.8,31.01,Buy,148,Disputed,19891.74,High_Demand,2435.9,1
C013,Energy,2024-10-12,1293.74,Natural Gas,950.92,818.92,24.23,Sell,184,Disputed,11712.75,High_Demand,668.32,0
C051,Manufacturing,2025-11-01,586.02,Mixed Fuel,362.55,519.55,23.97,Buy,51,Verified,6445.47,Low_Demand,1754.35,1
C054,Manufacturing,2025-11-16,2409.89,Renewable,1904.22,1810.22,26.44,Buy,67,Disputed,13771.71,Price_Surge,965.67,1
C076,Manufacturing,2025-06-16,2429.83,Natural Gas,916.55,1045.55,24.95,Sell,150,Verified,11370.42,High_Demand,1032.33,0
C011,Steel,2025-01-11,2590.13,Mixed Fuel,1172.26,992.26,30.76,Sell,196,Disputed,11393.13,Price_Surge,2808.25,0
C065,Manufacturing,2024-02-03,2393.47,Natural Gas,912.66,1106.6599999999999,24.46,Buy,131,Verified,6495.23,High_Demand,1182.68,1
C077,Manufacturing,2024-04-03,572.42,Coal,454.1,313.1,22.25,Buy,196,Verified,13129.16,Low_Demand,1474.08,1
C063,Cement,2025-04-22,956.87,Mixed Fuel,447.91,557.9100000000001,20.4,Sell,60,Disputed,10006.14,Price_Surge,644.74,0
C090,Manufacturing,2024-09-08,2843.96,Natural Gas,1474.62,1392.62,20.81,Sell,185,Disputed,10812.89,Price_Surge,2944.03,0
C027,Cement,2024-05-25,2888.89,Mixed Fuel,1870.34,2035.34,32.52,Buy,86,Disputed,9386.09,Low_Demand,1786.31,1
C059,Energy,2025-02-03,785.43,Coal,402.89,344.89,32.13,Buy,131,Verified,9776.1,Price_Surge,2918.43,1
C052,Cement,2024-08-27,1660.89,Natural Gas,549.39,580.39,31.92,Buy,94,Disputed,15636.32,High_Demand,1931.51,1
C055,Cement,2024-07-17,1963.31,Natural Gas,1068.44,1143.44,34.32,Sell,34,Disputed,18085.52,High_Demand,1053.66,0
C005,Manufacturing,2024-04-30,1551.96,Coal,1239.59,1427.59,24.37,Buy,193,Verified,14088.31,Price_Surge,1324.32,1
C024,Manufacturing,2024-01-13,715.61,Natural Gas,495.41,625.4100000000001,29.08,Sell,112,Disputed,13574.97,High_Demand,2795.25,0
C098,Cement,2025-06-22,2486.55,Coal,760.41,607.41,27.96,Sell,145,Disputed,15407.01,Price_Surge,1479.62,0
C086,Cement,2024-05-20,2055.36,Renewable,748.94,877.94,21.9,Sell,132,Disputed,14612.58,Price_Surge,2622.19,0
C032,Energy,2024-06-07,1386.83,Mixed Fuel,849.34,1017.34,23.12,Sell,83,Disputed,11080.58,Price_Surge,882.71,0
C086,Steel,2024-10-11,1103.52,Mixed Fuel,588.95,400.95000000000005,26.96,Buy,110,Disputed,11155.7,Low_Demand,912.64,1
C024,Manufacturing,2024-11-08,2496.58,Natural Gas,1084.77,1104.77,22.58,Sell,56,Disputed,5048.9,Low_Demand,971.99,0
C010,Cement,2025-12-28,1843.1,Renewable,1058.69,1235.69,27.09,Buy,126,Verified,5782.27,Low_Demand,2926.37,1
C059,Steel,2024-11-01,2522.0,Coal,831.45,969.45,31.47,Buy,127,Disputed,12650.9,High_Demand,1810.84,1
C075,Steel,2025-10-15,2831.13,Renewable,1705.26,1508.26,25.78,Sell,109,Disputed,14210.65,High_Demand,1063.34,0
C008,Manufacturing,2024-11-12,2584.41,Mixed Fuel,1761.25,1638.25,32.79,Buy,60,Verified,7022.59,Low_Demand,2567.53,1
C046,Manufacturing,2025-12-22,666.6,Mixed Fuel,521.4,536.4,22.08,Sell,185,Verified,15146.63,Price_Surge,2795.96,0
C006,Manufacturing,2025-08-08,1337.31,Coal,637.64,446.64,29.67,Buy,21,Verified,14576.56,High_Demand,2547.04,1
C099,Steel,2024-02-19,2098.85,Coal,1582.7,1431.7,23.02,Buy,51,Disputed,8602.44,Low_Demand,1150.02,1
C095,Energy,2025-11-22,2677.05,Coal,1769.07,1793.07,23.96,Sell,142,Disputed,12291.5,Low_Demand,1489.97,0
C021,Cement,2024-05-16,1992.56,Coal,764.83,732.83,29.31,Sell,120,Disputed,6393.34,Price_Surge,1104.68,0
C011,Cement,2024-01-31,1691.03,Coal,1073.0,1267.0,20.31,Sell,39,Disputed,15950.62,High_Demand,783.59,0
C081,Cement,2024-03-11,2832.1,Natural Gas,1471.96,1409.96,31.0,Sell,94,Verified,11773.99,Price_Surge,1222.62,0
C026,Cement,2025-05-25,1393.32,Natural Gas,1098.39,1109.39,32.92,Sell,27,Verified,9040.96,Low_Demand,1491.53,0
C097,Steel,2025-06-16,505.26,Natural Gas,295.59,295.59,23.12,Sell,137,Disputed,15591.25,Low_Demand,965.72,0
C079,Steel,2024-08-01,2613.42,Renewable,1518.45,1457.45,27.85,Sell,130,Verified,11642.63,Price_Surge,1935.97,0
C092,Manufacturing,2025-06-27,2895.18,Coal,1570.42,1500.42,22.89,Sell,94,Disputed,14761.71,Low_Demand,2117.69,0
C055,Steel,2025-01-15,2923.74,Natural Gas,1787.52,1834.52,25.58,Buy,140,Disputed,12990.46,Price_Surge,2136.55,1
C015,Cement,2024-08-17,2358.67,Natural Gas,1519.09,1650.09,23.83,Buy,71,Disputed,6621.63,Price_Surge,1397.16,1
C005,Cement,2025-03-17,2450.76,Coal,1214.86,1298.86,33.76,Buy,168,Disputed,5420.81,Price_Surge,1383.83,1
C009,Manufacturing,2024-04-06,1624.88,Mixed Fuel,833.65,782.65,34.53,Sell,165,Disputed,10594.23,Low_Demand,964.09,0
C038,Steel,2025-05-19,2547.26,Coal,973.63,1037.63,33.41,Buy,108,Disputed,18387.04,Price_Surge,2097.65,1
C091,Cement,2024-04-12,1575.82,Renewable,512.02,331.02,20.68,Buy,112,Verified,13120.93,High_Demand,2725.26,1
C008,Manufacturing,2025-09-17,602.27,Coal,182.7,255.7,26.22,Sell,149,Disputed,9765.6,Price_Surge,769.66,0
C084,Steel,2024-07-21,828.36,Renewable,484.59,313.59,25.36,Buy,55,Verified,13500.39,Price_Surge,2885.18,1
C026,Cement,2025-05-04,2573.48,Renewable,888.66,992.66,20.48,Buy,22,Verified,8270.07,High_Demand,2176.96,1
C027,Manufacturing,2024-02-16,1678.7,Mixed Fuel,684.56,811.56,28.22,Sell,170,Disputed,7419.0,High_Demand,1436.82,0
C042,Cement,2024-11-25,1841.32,Mixed Fuel,1215.21,1402.21,29.99,Buy,106,Verified,16013.24,Price_Surge,2534.15,1
C061,Energy,2025-05-21,2652.66,Coal,1979.98,2177.98,25.98,Buy,29,Disputed,8286.93,Low_Demand,1695.84,1
C067,Energy,2025-12-06,1993.85,Coal,1007.58,1052.58,25.82,Buy,77,Disputed,15000.1,Low_Demand,1311.51,1
C098,Energy,2024-03-10,862.11,Mixed Fuel,639.19,573.19,27.72,Sell,133,Disputed,9355.12,High_Demand,675.03,0
C015,Manufacturing,2024-11-07,2540.64,Mixed Fuel,1314.78,1461.78,33.43,Buy,166,Verified,19588.98,High_Demand,2477.54,1
C076,Manufacturing,2024-05-07,2767.61,Mixed Fuel,1374.05,1433.05,20.16,Sell,28,Verified,16697.66,Price_Surge,1163.6,0
C039,Manufacturing,2025-04-09,2648.78,Renewable,1592.3,1590.3,30.22,Sell,158,Verified,8593.73,Low_Demand,2499.56,0
C016,Manufacturing,2024-12-23,1432.05,Mixed Fuel,896.52,1028.52,29.78,Sell,37,Verified,5654.17,Price_Surge,2357.15,0
C051,Cement,2025-01-27,699.93,Natural Gas,543.97,680.97,30.55,Sell,194,Disputed,10172.63,Low_Demand,1372.11,0
C026,Steel,2024-12-08,629.25,Natural Gas,498.24,484.24,32.57,Sell,172,Verified,16714.72,Low_Demand,2130.91,0
C016,Manufacturing,2024-08-26,825.28,Natural Gas,508.65,463.65,27.5,Sell,163,Verified,16188.45,Low_Demand,2029.17,0
C020,Manufacturing,2024-07-28,1886.33,Coal,973.11,818.11,21.12,Sell,183,Verified,5167.02,High_Demand,556.42,0
C001,Energy,2025-06-20,2816.26,Renewable,1535.35,1419.35,27.7,Buy,193,Verified,14140.33,Price_Surge,2402.62,1
C091,Steel,2024-02-18,1659.29,Mixed Fuel,607.03,492.03,24.1,Sell,145,Disputed,17896.36,Price_Surge,2373.18,0
C082,Manufacturing,2024-09-27,1833.98,Natural Gas,1319.22,1179.22,21.18,Buy,170,Verified,15096.23,Price_Surge,1191.58,1
